table_name,variable_name,enumeration_code,enumeration_display,enumeration_title,enumeration_meaning,enumeration_system,enumeration_group
File,data_type,edam:data_1261,A report (typically a table) on character or word composition / frequency of a molecular sequence(s).,Sequence composition report,edam:data_1261,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1262,A report on peptide fragments of certain molecular weight(s) in one or more protein sequences.,Peptide molecular weight hits,edam:data_1262,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1263,A plot of third base position variability in a nucleotide sequence.,Base position variability plot,edam:data_1263,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1265,A table of base frequencies of a nucleotide sequence.,Base frequencies table,edam:data_1265,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1266,A table of word composition of a nucleotide sequence.,Base word frequencies table,edam:data_1266,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1267,A table of amino acid frequencies of a protein sequence.,Amino acid frequencies table,edam:data_1267,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1268,A table of amino acid word composition of a protein sequence.,Amino acid word frequencies table,edam:data_1268,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1270,"Annotation of positional sequence features, organised into a standard feature table.",Feature table,edam:data_1270,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1274,A map of (typically one) DNA sequence annotated with positional or non-positional features.,Map,edam:data_1274,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1276,"An informative report on intrinsic positional features of a nucleotide sequence, formatted to be machine-readable.",Nucleic acid features,edam:data_1276,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1277,An informative report on intrinsic positional features of a protein sequence.,Protein features,edam:data_1277,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1278,"A map showing the relative positions of genetic markers in a nucleic acid sequence, based on estimation of non-physical distance such as recombination frequencies.",Genetic map,edam:data_1278,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1279,"A map of genetic markers in a contiguous, assembled genomic sequence, with the sizes and separation of markers measured in base pairs.",Sequence map,edam:data_1279,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1280,"A map of DNA (linear or circular) annotated with physical features or landmarks such as restriction sites, cloned DNA fragments, genes or genetic markers, along with the physical distances between them.",Physical map,edam:data_1280,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1283,A map showing banding patterns derived from direct observation of a stained chromosome.,Cytogenetic map,edam:data_1283,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1284,A gene map showing distances between loci based on relative cotransduction frequencies.,DNA transduction map,edam:data_1284,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1285,"Sequence map of a single gene annotated with genetic features such as introns, exons, untranslated regions, polyA signals, promoters, enhancers and (possibly) mutations defining alleles of a gene.",Gene map,edam:data_1285,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1286,Sequence map of a plasmid (circular DNA).,Plasmid map,edam:data_1286,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1288,Sequence map of a whole genome.,Genome map,edam:data_1288,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1289,Image of the restriction enzyme cleavage sites (restriction sites) in a nucleic acid sequence.,Restriction map,edam:data_1289,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1347,Dirichlet distribution used by hidden Markov model analysis programs.,Dirichlet distribution,edam:data_1347,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1352,Regular expression pattern.,Regular expression,edam:data_1352,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1353,Any specific or conserved pattern (typically expressed as a regular expression) in a molecular sequence.,Sequence motif,edam:data_1353,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1354,Some type of statistical model representing a (typically multiple) sequence alignment.,Sequence profile,edam:data_1354,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1355,An informative report about a specific or conserved protein sequence pattern.,Protein signature,edam:data_1355,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1361,A profile (typically representing a sequence alignment) that is a simple matrix of nucleotide (or amino acid) counts per position.,Position frequency matrix,edam:data_1361,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1362,A profile (typically representing a sequence alignment) that is weighted matrix of nucleotide (or amino acid) counts per position.,Position weight matrix,edam:data_1362,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1363,A profile (typically representing a sequence alignment) derived from a matrix of nucleotide (or amino acid) counts per position that reflects information content at each position.,Information content matrix,edam:data_1363,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1364,"A statistical Markov model of a system which is assumed to be a Markov process with unobserved (hidden) states. For example, a hidden Markov model representation of a set or alignment of sequences.",Hidden Markov model,edam:data_1364,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1365,One or more fingerprints (sequence classifiers) as used in the PRINTS database.,Fingerprint,edam:data_1365,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1381,Alignment of exactly two molecular sequences.,Pair sequence alignment,edam:data_1381,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1383,Alignment of multiple nucleotide sequences.,Nucleic acid sequence alignment,edam:data_1383,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1384,Alignment of multiple protein sequences.,Protein sequence alignment,edam:data_1384,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1385,Alignment of multiple molecular sequences of different types.,Hybrid sequence alignment,edam:data_1385,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1394,A simple floating point number defining the penalty for opening or extending a gap in an alignment.,Alignment score or penalty,edam:data_1394,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1397,A penalty for opening a gap in an alignment.,Gap opening penalty,edam:data_1397,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1398,A penalty for extending a gap in an alignment.,Gap extension penalty,edam:data_1398,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1399,A penalty for gaps that are close together in an alignment.,Gap separation penalty,edam:data_1399,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1401,The score for a 'match' used in various sequence database search applications with simple scoring schemes.,Match reward score,edam:data_1401,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1402,The score (penalty) for a 'mismatch' used in various alignment and sequence database search applications with simple scoring schemes.,Mismatch penalty score,edam:data_1402,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1403,This is the threshold drop in score at which extension of word alignment is halted.,Drop off score,edam:data_1403,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1410,"A number defining the penalty for opening gaps at the termini of an alignment, either from the N/C terminal of protein or 5'/3' terminal of nucleotide sequences.",Terminal gap opening penalty,edam:data_1410,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1411,"A number defining the penalty for extending gaps at the termini of an alignment, either from the N/C terminal of protein or 5'/3' terminal of nucleotide sequences.",Terminal gap extension penalty,edam:data_1411,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1412,Sequence identity is the number (%) of matches (identical characters) in positions from an alignment of two molecular sequences.,Sequence identity,edam:data_1412,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1413,"Sequence similarity is the similarity (expressed as a percentage) of two molecular sequences calculated from their alignment, a scoring matrix for scoring characters substitutions and penalties for gap insertion and extension.",Sequence similarity,edam:data_1413,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1426,Continuous quantitative data that may be read during phylogenetic tree calculation.,Phylogenetic continuous quantitative data,edam:data_1426,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1427,Character data with discrete states that may be read during phylogenetic tree calculation.,Phylogenetic discrete data,edam:data_1427,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1428,"One or more cliques of mutually compatible characters that are generated, for example from analysis of discrete character data, and are used to generate a phylogeny.",Phylogenetic character cliques,edam:data_1428,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1429,Phylogenetic invariants data for testing alternative tree topologies.,Phylogenetic invariants,edam:data_1429,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1439,"A model of DNA substitution that explains a DNA sequence alignment, derived from phylogenetic tree analysis.",DNA substitution model,edam:data_1439,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1442,"Distances, such as Branch Score distance, between two or more phylogenetic trees.",Phylogenetic tree distances,edam:data_1442,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1444,"Independent contrasts for characters used in a phylogenetic tree, or covariances, regressions and correlations between characters for those contrasts.",Phylogenetic character contrasts,edam:data_1444,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1448,Matrix of integer or floating point numbers for nucleotide comparison.,Comparison matrix (nucleotide),edam:data_1448,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1449,Matrix of integer or floating point numbers for amino acid comparison.,Comparison matrix (amino acid),edam:data_1449,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1459,3D coordinate and associated data for a nucleic acid tertiary (3D) structure.,Nucleic acid structure,edam:data_1459,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1460,"3D coordinate and associated data for a protein tertiary (3D) structure, or part of a structure, possibly in complex with other molecules.",Protein structure,edam:data_1460,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1461,"The structure of a protein in complex with a ligand, typically a small molecule such as an enzyme substrate or cofactor, but possibly another macromolecule.",Protein-ligand complex,edam:data_1461,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1462,3D coordinate and associated data for a carbohydrate (3D) structure.,Carbohydrate structure,edam:data_1462,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
File,data_type,edam:data_1463,"3D coordinate and associated data for the (3D) structure of a small molecule, such as any common chemical compound.",Small molecule structure,edam:data_1463,https://anvilproject.github.io/acr-harmonized-data-model/EnumEDAMDataTypes,EnumEDAMDataTypes
